Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
59,2009-12-17,98,10,10,10,10,9,10,2.3
7,2010-01-17,100,10,10,10,10,9,9,0.3
4,2009-05-17,95,10,10,10,10,10,10,1
8,7/28/17,97,10,10,10,10,10,10,0.52
13,2008-07-17,92,10,9,10,10,9,9,0.65
13,10/25/17,98,10,10,10,10,9,10,0.74
0,,,,,,,,,
19,11/29/17,97,10,9,9,10,9,9,1.17
15,11/26/17,92,9,9,9,9,8,8,3.15
0,,,,,,,,,
5,9/19/17,100,10,9,10,10,9,9,0.96
1,2010-08-17,100,10,10,10,10,8,10,0.51
1,2008-06-16,80,10,8,8,10,8,10,0.06
90,2005-02-17,88,9,9,10,10,8,8,2.46
2,5/28/17,90,9,9,10,10,9,9,0.29
4,10/24/16,95,10,9,10,10,9,9,0.27
13,10/22/17,100,10,10,10,10,9,10,0.7
9,2010-01-17,100,10,10,10,10,10,10,0.46
19,8/23/17,100,10,10,10,10,10,10,1.08
12,2009-10-17,100,10,10,10,10,9,10,0.29
1,5/23/16,100,10,10,10,10,10,10,0.05
8,2011-07-17,98,10,9,10,10,9,9,0.3
37,2008-12-17,97,10,10,10,10,9,10,0.98
4,9/21/15,100,10,10,10,10,9,9,0.13
11,2010-07-17,96,10,10,10,10,8,9,0.39
80,11/21/17,92,9,9,10,10,10,9,6.78
0,,,,,,,,,
12,2012-03-17,95,9,9,10,10,9,9,5.07
4,4/30/17,95,10,10,10,10,10,10,0.15
4,2011-12-17,90,10,10,9,10,10,9,0.25
1,7/14/17,80,8,8,8,8,8,8,0.21
14,9/27/17,94,9,10,10,9,10,9,0.87
14,2011-05-17,97,10,10,10,10,9,9,1.03
0,,,,,,,,,
2,2008-10-17,90,9,9,10,9,10,8,0.48
18,5/29/16,97,10,10,10,10,10,9,0.66
8,9/26/16,95,10,9,10,10,10,9,0.2
2,11/16/17,100,10,10,10,10,10,10,2
14,10/26/17,89,10,10,8,7,9,8,4.83
0,,,,,,,,,
0,,,,,,,,,
14,5/21/17,99,10,10,10,10,9,9,0.73
11,2010-08-17,95,10,9,10,10,9,9,0.92
8,6/19/17,95,10,10,9,10,9,9,0.45
16,8/22/17,99,10,10,10,10,10,9,0.54
27,2/28/17,91,9,9,9,10,9,9,0.79
8,6/17/17,95,10,9,10,10,10,9,0.26
3,2001-05-16,100,10,9,10,10,10,9,0.08
7,10/30/17,93,10,9,10,10,9,9,1.88
24,2011-09-17,95,10,9,10,10,9,9,1.02
27,2008-04-17,89,10,8,10,10,9,9,0.85
22,2007-02-17,83,8,8,10,10,9,9,0.38
5,5/28/17,96,10,9,10,10,9,9,0.26
0,,,,,,,,,
22,10/19/17,96,10,9,10,10,9,10,1.1
38,9/14/17,92,10,9,9,9,9,9,0.67
85,10/28/17,80,9,8,9,9,9,8,2.53
1,2001-02-17,80,10,4,10,10,8,6,0.09
8,2010-01-17,94,10,9,10,9,9,9,1.14
8,8/13/17,94,10,9,10,10,9,9,0.64
33,11/22/17,94,9,10,10,10,9,9,1.92
1,2008-06-17,100,10,10,6,10,10,8,0.25
3,2008-04-17,100,9,10,10,10,9,10,0.1
11,2011-11-17,100,10,10,10,10,9,10,0.61
7,2012-03-17,100,10,10,10,10,9,10,1.69
2,8/15/17,80,8,7,7,8,8,8,0.46
6,2008-11-17,97,10,9,10,10,9,9,0.12
9,2010-08-17,100,10,10,10,10,10,10,1.09
14,12/18/14,99,10,9,10,10,10,10,0.22
0,,,,,,,,,
4,2004-02-17,95,10,10,10,10,10,8,0.12
18,3/26/17,91,9,9,9,9,9,9,1.51
0,,,,,,,,,
15,11/19/17,100,10,10,10,10,10,10,2.18
2,2008-10-17,100,10,10,10,10,8,10,0.43
0,,,,,,,,,
11,9/20/17,91,9,10,10,10,9,9,0.44
0,,,,,,,,,
24,5/23/17,95,10,10,10,10,9,9,1.7
9,2008-07-17,93,9,9,9,10,9,8,0.54
1,5/14/17,,,,,,,,0.14
1,5/31/16,100,10,10,10,10,10,10,0.05
2,2008-04-17,100,10,10,10,10,5,9,0.48
2,2011-05-17,90,10,10,10,10,10,10,0.11
5,7/19/16,95,10,9,10,10,9,10,0.28
7,9/18/16,100,9,10,10,10,9,10,0.41
2,10/31/14,90,8,9,9,10,8,8,0.05
31,8/28/17,97,10,10,10,10,9,9,0.96
0,,,,,,,,,
3,7/30/17,100,10,10,10,10,10,10,0.1
114,11/19/17,94,10,10,10,9,9,9,2.69
41,8/23/17,96,10,10,10,10,9,9,1.44
26,9/18/17,99,10,10,10,10,10,10,1.46
42,7/17/17,96,10,9,10,10,9,9,1.45
11,4/30/17,95,10,9,10,10,9,9,0.58
19,7/16/17,100,10,10,10,10,9,10,0.33
177,11/28/17,98,10,10,10,10,9,9,4.21
12,10/23/17,97,10,9,10,10,10,8,0.66
130,11/26/17,95,10,10,10,10,9,9,5.15
1,2001-02-17,100,10,10,10,10,10,10,0.09
0,,,,,,,,,
0,,,,,,,,,
6,2010-07-17,100,10,10,10,10,9,10,0.23
1,2002-12-17,100,10,10,10,10,10,10,0.1
13,6/22/15,95,9,10,10,10,10,9,0.23
98,10/25/16,97,10,10,10,10,9,9,1.42
5,8/27/17,100,10,10,9,9,10,10,1.17
4,2008-09-17,90,9,10,10,10,10,10,0.25
5,6/22/17,96,10,10,10,9,10,8,0.76
8,11/19/17,98,10,10,10,10,9,8,1.03
12,10/13/17,100,10,10,10,10,10,10,0.49
4,10/13/17,80,8,10,7,7,10,10,1.6
1,11/26/17,100,10,10,10,10,10,10,1
15,2011-12-17,97,10,9,10,10,9,10,2.49
5,8/27/17,80,9,8,8,8,10,8,1.14
11,10/14/17,96,10,10,10,10,10,10,1.38
0,,,,,,,,,
11,2009-11-17,100,10,10,10,9,10,9,0.58
10,5/16/16,100,10,10,10,9,9,10,0.23
4,2010-02-17,100,10,10,10,10,10,9,0.52
8,9/22/17,100,10,10,10,10,10,10,1.46
27,11/19/17,93,9,9,10,9,10,9,1.6
0,,,,,,,,,
64,11/18/17,93,10,10,9,10,9,9,3.18
6,9/16/15,93,9,10,10,10,9,9,0.19
1,2011-12-17,100,10,10,10,10,10,10,1
3,2009-03-17,100,10,10,10,10,9,9,0.27
0,,,,,,,,,
11,6/19/16,98,10,10,10,10,10,10,0.42
0,,,,,,,,,
32,8/20/17,97,10,10,10,10,9,9,0.86
12,1/31/17,100,10,10,10,10,10,10,0.93
88,2010-08-17,91,10,9,10,9,9,9,3.35
1,2011-12-17,60,4,10,10,6,8,8,1
24,11/23/17,100,10,10,10,10,10,10,1.62
2,8/31/17,100,10,10,10,10,10,10,0.57
15,2005-03-17,95,10,9,10,10,9,9,0.99
30,10/24/17,99,10,10,10,10,9,10,0.45
14,10/28/17,80,8,7,9,9,9,8,0.24
16,8/25/17,95,10,10,10,10,10,9,0.82
12,6/23/16,84,9,9,10,10,9,8,0.31
9,2011-12-17,100,10,10,10,10,10,10,2.01
13,4/30/17,94,9,9,10,10,9,9,0.5
4,5/29/17,95,10,10,10,8,10,9,0.48
9,2009-11-17,93,10,10,10,9,10,9,0.39
10,2008-03-17,92,9,9,9,10,9,8,0.59
0,,,,,,,,,
4,6/30/17,93,10,10,10,10,10,9,0.13
0,,,,,,,,,
1,2005-03-17,100,10,10,10,10,10,10,0.14
10,10/30/17,92,9,9,10,10,10,9,0.84
5,2011-04-17,100,10,10,10,10,10,10,1.53
6,5/14/17,80,9,9,9,10,8,5,0.24
2,12/27/15,90,10,9,10,10,9,9,0.08
6,5/21/17,90,10,10,9,10,10,9,0.31
48,10/29/17,96,10,10,10,10,9,9,1.45
3,2006-11-17,87,9,7,7,10,10,8,0.49
6,2002-12-17,80,9,9,10,10,10,9,0.4
0,,,,,,,,,
5,2004-05-16,100,10,10,10,10,10,8,0.18
14,11/27/17,97,10,9,10,10,9,10,1.14
106,11/13/17,96,10,10,10,10,9,9,2.09
4,2011-12-17,100,10,9,10,10,9,10,0.56
4,10/22/17,90,10,10,10,10,10,9,0.8
257,11/30/17,92,9,10,10,10,10,9,3
2,9/18/17,90,9,10,10,10,10,9,0.54
8,2010-08-17,95,10,10,10,10,9,9,0.62
0,,,,,,,,,
46,12/30/16,83,8,8,9,9,9,8,0.86
10,2011-05-17,98,10,10,10,10,10,10,1.28
5,2009-02-17,100,10,10,10,10,10,10,0.07
0,,,,,,,,,
34,11/26/17,95,10,10,10,10,9,9,1.1
30,2011-12-17,96,10,9,10,10,10,9,0.9
7,2009-03-17,97,10,10,9,10,10,9,0.9
0,,,,,,,,,
2,3/19/17,70,9,7,9,9,10,9,0.22
5,7/16/17,88,9,9,10,10,10,8,0.92
5,10/22/17,100,10,10,10,10,10,10,0.33
85,4/16/17,97,10,10,10,10,10,9,1.7
0,,,,,,,,,
3,8/29/16,100,10,10,9,10,9,9,0.14
0,,,,,,,,,
29,9/18/17,96,10,9,10,10,9,9,0.69
10,11/14/17,98,10,9,10,10,10,10,1.79
2,2012-03-17,100,10,10,9,10,10,10,0.29
23,9/25/17,96,10,9,10,10,10,10,0.63
17,9/20/17,98,10,9,10,10,10,10,0.41
0,,,,,,,,,
24,10/15/17,98,10,10,10,10,10,10,1.17
1,2008-01-17,100,10,10,10,10,10,10,0.24
5,9/24/17,100,10,10,10,10,10,10,0.68
8,2005-03-17,95,10,10,10,10,10,10,0.96
15,8/31/17,93,9,9,10,10,10,9,0.68
1,7/28/14,100,10,8,10,10,8,10,0.02
37,2011-11-17,92,9,9,9,9,9,9,7.45
5,8/13/17,100,10,10,10,10,10,10,0.62
5,2011-02-17,100,10,9,10,10,10,10,1.9
4,9/17/17,100,10,10,10,10,10,9,0.52
26,11/18/17,95,10,9,10,10,10,9,1.82
11,5/28/17,96,9,9,10,10,9,9,0.36
66,2012-03-17,99,10,10,10,10,10,10,2.71
1,2008-02-15,100,10,10,10,10,10,10,0.04
2,2008-08-17,100,10,10,10,10,10,9,0.49
8,8/23/17,95,10,10,10,10,10,9,0.48
4,7/30/17,90,10,9,10,10,9,9,0.1
2,9/29/17,,,,,,,,0.87
15,8/14/17,95,10,10,9,10,9,9,0.91
3,11/26/17,100,10,10,10,10,10,9,1.45
0,,,,,,,,,
11,11/25/17,98,10,10,10,10,10,10,3.79
128,10/24/17,94,9,9,10,10,10,9,1.58
4,2009-03-17,90,9,9,4,8,9,9,0.92
5,2010-01-17,100,10,10,10,10,10,10,0.55
6,11/20/17,100,10,10,10,10,9,10,0.36
0,,,,,,,,,
13,2009-08-17,98,10,10,10,9,10,9,1.7
13,8/31/17,92,10,9,10,10,10,9,0.29
1,8/14/16,,,,,,,,0.06
17,10/26/17,98,10,10,10,10,10,9,0.42
5,5/15/16,87,9,8,9,9,10,7,0.19
109,11/21/17,90,9,9,10,9,10,9,1.88
16,9/19/17,100,10,10,10,10,10,10,2.05
26,10/15/17,95,10,9,10,10,9,9,1
3,2006-05-17,93,10,9,10,10,9,10,0.39
11,6/23/15,98,10,10,10,10,10,10,0.22
20,6/29/17,88,9,9,10,10,9,9,0.72
0,,,,,,,,,
13,2008-11-17,95,10,10,10,10,10,9,0.41
6,2008-10-17,97,10,10,10,10,9,9,0.37
1,2012-03-17,60,10,6,10,10,6,6,1
0,,,,,,,,,
7,2008-07-17,91,9,9,10,10,10,9,0.42
1,11/17/17,100,6,6,10,10,10,8,1
26,5/13/17,88,9,8,9,9,9,9,1.5
4,8/22/17,95,10,9,10,10,10,10,0.29
11,2012-03-17,98,9,9,9,9,9,9,1.38
0,,,,,,,,,
10,10/15/17,83,9,8,8,8,10,9,1.16
11,4/17/17,93,10,9,10,10,9,9,0.21
26,9/23/17,97,10,10,10,10,10,10,1.48
3,8/15/15,73,8,9,7,7,9,9,0.11
1,7/30/17,100,10,10,10,10,8,10,0.23
151,11/18/17,97,10,10,10,10,10,9,2.78
15,2011-03-17,93,9,9,9,10,10,9,0.89
2,1/14/16,100,10,10,9,10,10,10,0.08
16,11/20/17,93,10,9,10,9,9,9,5.39
8,8/29/17,100,10,10,10,10,10,10,0.52
4,8/26/17,90,10,10,9,9,10,10,0.98
28,7/31/17,88,10,7,10,10,10,9,0.79
0,,,,,,,,,
4,4/30/17,85,9,10,9,10,9,8,0.2
7,6/20/16,86,9,8,10,10,9,9,0.13
0,,,,,,,,,
1,9/13/16,80,,,,,,,0.07
0,,,,,,,,,
10,8/15/17,96,10,10,10,10,9,9,0.74
7,8/28/17,86,9,9,10,9,9,9,0.24
22,9/18/17,95,9,10,10,10,9,9,0.58
5,2010-08-17,100,10,10,10,10,8,10,0.88
24,2006-08-17,97,10,10,10,10,9,10,1.07
4,11/14/16,90,10,9,10,10,8,10,0.28
0,,,,,,,,,
11,11/20/17,96,10,10,10,10,9,9,0.68
0,,,,,,,,,
16,2006-11-17,98,10,10,10,9,9,10,0.69
28,2009-04-17,98,10,10,10,10,9,9,0.59
16,10/30/17,95,10,9,10,10,8,9,4
57,9/19/17,97,10,10,10,10,9,10,0.87
2,4/15/17,100,10,10,10,10,10,10,0.24
1,2009-03-17,20,2,4,2,2,2,2,0.32
24,2004-05-16,96,10,10,10,10,9,9,0.61
7,2008-07-17,94,10,10,10,10,9,9,0.22
7,2010-09-16,100,10,10,10,10,10,10,0.18
7,2010-08-17,97,10,10,10,10,7,9,1.28
8,2005-12-17,86,10,8,9,9,9,9,0.25
4,6/14/17,95,10,10,9,10,9,10,0.23
7,10/29/17,97,10,10,10,10,9,9,1.74
5,8/20/17,92,9,10,10,10,8,10,1.17
5,6/25/17,68,6,6,8,7,6,6,0.58
14,9/15/17,100,10,10,10,10,10,10,2.44
37,2006-11-17,94,10,10,10,10,9,9,1.63
74,2012-04-17,94,10,10,10,9,8,9,7.79
11,2007-05-17,93,9,10,10,10,8,9,1.43
9,10/23/17,100,10,10,10,10,9,10,1.71
2,9/18/16,100,10,10,10,10,9,10,0.13
4,4/17/17,95,10,10,10,10,9,9,0.25
8,7/20/17,89,9,9,9,9,8,9,1.3
2,7/30/17,90,10,8,10,10,8,8,0.32
8,7/24/17,100,10,10,10,10,10,10,0.51
25,2012-04-17,98,10,10,10,10,9,10,4.31
3,2005-02-17,100,10,9,10,10,10,10,0.19
29,8/20/17,97,10,10,10,10,9,10,1.41
0,,,,,,,,,
7,2007-02-17,91,9,10,9,9,8,8,0.48
9,10/15/17,100,10,10,10,10,8,9,0.93
5,2008-10-17,92,9,9,10,10,9,9,0.69
2,2009-11-16,100,10,10,9,10,10,10,0.13
5,2011-03-17,100,10,10,10,10,10,9,1.24
1,5/19/15,40,4,2,10,10,10,6,0.03
70,2012-03-17,91,10,9,10,10,9,9,2.41
1,7/23/16,100,10,10,10,10,10,10,0.06
17,5/22/17,94,10,10,10,10,9,10,0.76
135,2011-01-17,97,10,10,10,10,9,9,4.27
4,2008-07-17,95,10,9,10,10,9,9,0.15
9,6/28/17,91,10,10,10,10,9,10,1.15
12,8/31/17,97,10,9,10,10,9,9,0.42
2,12/21/15,90,9,9,9,8,6,8,0.08
29,8/23/17,96,10,9,10,10,10,9,1
15,2008-07-17,98,10,10,10,10,10,10,1.75
0,,,,,,,,,
10,7/30/17,98,10,10,10,10,10,10,2.01
9,9/21/17,98,10,9,10,10,10,10,0.8
3,4/21/17,100,9,9,10,10,10,10,0.27
1,2001-02-17,100,10,10,10,10,10,10,0.09
32,6/18/17,92,9,9,9,9,9,9,1.2
1,5/28/17,80,10,4,10,10,6,6,0.16
11,2011-12-17,100,9,10,10,10,10,10,0.81
17,9/25/17,98,10,10,10,10,9,9,0.97
10,6/25/17,100,10,10,9,10,9,10,0.4
24,10/23/17,99,10,10,10,10,10,10,1.13
8,2011-05-17,100,10,10,10,10,10,10,0.47
22,2005-01-17,96,10,10,10,10,9,9,1.3
3,8/15/16,100,10,10,9,9,10,9,0.19
19,11/26/17,84,9,8,9,10,10,8,4.96
5,9/24/17,96,10,10,10,10,9,8,0.75
0,,,,,,,,,
20,6/25/16,99,10,10,10,10,10,10,0.76
4,2011-03-17,93,9,9,9,9,9,8,0.19
10,7/17/17,88,10,10,9,10,10,9,0.21
18,11/19/17,99,10,10,10,10,10,9,2.51
3,8/22/17,100,10,10,10,10,9,9,0.74
11,10/29/17,98,10,10,10,10,10,9,0.72
14,10/23/17,100,10,10,10,10,10,10,0.91
29,10/22/17,99,10,10,10,10,10,9,0.66
17,2006-01-17,95,10,9,10,10,10,10,0.59
0,,,,,,,,,
8,11/19/17,100,10,9,10,10,9,9,1.13
2,2010-09-16,100,10,10,10,10,10,9,0.14
21,6/27/17,86,9,8,10,9,9,9,1.29
24,2008-07-17,98,9,10,10,10,9,9,0.42
1,8/22/17,100,10,10,10,10,10,10,0.29
129,7/27/17,95,10,9,10,10,10,10,2.94
2,10/25/15,90,10,9,10,10,9,8,0.08
1,7/24/17,100,10,10,10,10,10,10,0.22
2,9/14/15,90,10,10,10,10,9,9,0.07
62,11/26/17,97,10,10,10,10,10,9,1.49
7,2008-11-17,97,10,10,10,10,9,8,0.5
0,,,,,,,,,
3,6/27/16,93,10,10,10,10,9,9,0.09
29,2011-05-17,88,9,9,10,10,9,9,1.79
31,2005-01-17,98,10,10,10,10,10,10,1.61
11,2005-04-17,93,10,9,10,10,10,9,0.35
45,2011-07-17,89,9,8,9,9,9,9,0.8
38,2010-10-17,97,10,9,10,10,10,9,0.58
20,2012-03-17,99,10,10,10,10,10,10,5.56
19,9/24/17,97,10,10,10,10,9,9,1.14
0,,,,,,,,,
17,10/29/17,96,10,10,9,10,9,9,0.87
0,,,,,,,,,
49,2011-03-17,96,10,10,10,10,9,9,0.81
7,10/23/17,100,10,10,10,10,10,10,0.22
25,2012-04-17,99,10,10,10,10,10,10,0.98
39,11/20/17,91,9,9,9,9,9,9,4.47
0,,,,,,,,,
2,4/29/17,100,10,10,10,10,10,10,0.13
13,10/21/17,97,10,9,9,10,10,10,0.74
22,10/29/17,100,10,10,10,10,10,9,0.9
13,2011-03-17,98,10,10,10,10,9,9,0.69
1,11/27/17,100,10,10,10,10,8,8,1
12,11/18/17,96,9,9,10,10,9,9,0.69
3,7/31/17,93,10,9,10,10,9,9,0.55
12,2010-02-17,97,10,10,10,10,10,10,0.97
7,9/17/17,97,10,10,10,10,10,10,0.51
14,2011-03-17,98,10,10,10,10,9,9,0.74
1,11/26/17,100,10,10,10,10,8,10,1
6,6/21/17,97,10,10,10,10,10,10,0.2
3,2010-09-17,90,9,9,9,9,9,9,0.32
11,11/25/17,96,10,10,10,10,10,10,0.29
22,5/26/17,88,9,8,9,9,9,9,0.41
6,2005-06-17,97,10,9,10,10,10,9,0.3
9,10/23/17,98,10,10,10,10,9,9,0.63
1,4/29/17,60,8,8,8,10,6,8,0.14
32,9/25/17,92,10,9,9,9,9,9,1.3
0,,,,,,,,,
6,8/16/17,100,10,10,10,10,10,10,0.53
19,9/19/17,93,9,9,9,9,9,9,0.47
11,10/24/17,100,10,10,10,10,10,10,0.81
42,2011-06-17,99,10,10,10,10,10,10,1.29
17,11/19/17,90,9,9,9,9,9,8,0.93
0,,,,,,,,,
0,,,,,,,,,
3,5/28/16,100,10,10,10,10,10,9,0.16
12,10/14/17,98,10,10,10,10,10,9,1.07
16,8/26/17,97,10,10,10,10,9,10,0.62
4,9/14/17,100,10,10,10,10,10,9,0.08
9,11/19/17,100,10,9,10,10,9,9,2.37
1,8/24/16,80,8,8,10,10,10,10,0.06
3,8/20/17,73,7,7,9,8,8,7,0.57
5,9/26/17,76,8,7,7,7,8,8,0.3
150,10/29/17,96,10,10,10,10,9,9,3.61
0,,,,,,,,,
249,11/19/17,97,10,10,10,10,10,10,3.87
1,2008-06-16,100,10,10,10,10,10,10,0.06
19,7/29/17,96,10,10,10,9,9,9,1.25
9,9/24/16,78,8,6,9,10,7,8,0.35
5,8/13/17,96,10,10,10,10,10,10,0.31
31,11/19/17,98,10,10,10,10,9,9,1.86
23,2009-08-17,99,10,10,10,10,9,10,3.35
43,2011-04-17,89,9,9,10,9,8,9,4.43
1,2008-11-16,100,10,10,10,10,10,10,0.06
4,8/13/17,80,8,8,7,8,7,7,0.8
1,4/13/17,100,10,10,10,10,10,10,0.07
25,2011-05-17,98,10,10,10,10,9,10,0.89
41,11/19/17,98,10,10,10,9,9,9,3.01
19,11/26/17,100,10,10,10,10,10,10,0.64
0,,,,,,,,,
0,,,,,,,,,
2,2011-12-17,100,10,10,10,10,8,9,1.03
27,2011-01-17,87,9,9,10,10,9,9,1.32
,,,,,,,,,
14,6/27/17,100,10,10,10,10,10,10,1.15
19,2010-03-17,96,10,9,10,10,9,9,0.28
1,8/13/17,100,10,10,,,,,0.26
46,5/28/17,99,10,10,10,10,9,10,3.36
16,2009-12-16,90,10,10,10,10,10,9,0.72
20,2011-04-17,92,9,10,10,10,9,9,1.29
21,9/18/17,95,10,9,10,10,9,9,1.86
11,2007-02-17,98,10,10,10,10,9,10,0.85
1,2009-11-16,100,10,10,10,10,10,10,0.07
1,2012-03-17,60,6,4,10,10,8,6,1
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
2,2011-03-17,100,10,10,10,10,10,10,1.67
18,7/16/17,98,10,10,10,10,10,10,0.71
7,9/25/17,91,10,9,10,10,9,9,0.37
110,11/26/17,91,9,9,10,10,9,9,2.51
4,2011-12-17,90,10,9,10,10,10,9,1.82
44,2010-08-17,85,9,8,9,9,9,9,1.57
1,3/29/16,80,10,8,10,10,8,8,0.05
7,2008-10-17,90,9,10,10,10,9,9,0.62
9,11/20/17,98,10,10,10,10,10,10,3.33
0,,,,,,,,,
9,10/20/17,100,10,10,10,10,9,10,1.48
8,2012-03-17,100,10,10,10,10,9,10,5.33
20,10/16/17,98,10,10,10,10,10,10,2.49
0,,,,,,,,,
20,2006-05-17,96,10,10,10,10,9,9,0.51
96,11/20/17,99,10,10,10,10,9,10,5.49
0,,,,,,,,,
5,10/15/17,80,9,8,8,10,8,8,1.43
0,,,,,,,,,
4,9/17/17,95,10,9,10,10,9,9,0.34
35,2008-09-17,96,10,10,10,10,9,9,0.98
4,4/28/17,90,9,8,10,10,10,10,0.51
13,2006-12-17,97,10,10,10,10,9,10,1.4
11,9/17/17,98,10,10,10,10,9,9,0.55
32,8/15/17,86,8,9,9,10,9,8,0.42
19,2007-07-17,97,10,10,10,10,10,9,0.46
6,8/13/17,97,10,9,9,10,10,10,0.53
5,2009-12-17,96,10,9,10,10,10,10,1.1
20,2010-10-17,92,9,9,10,10,10,9,0.61
10,8/14/17,100,10,10,10,10,10,10,0.99
2,11/30/17,80,8,10,9,8,9,9,2
0,,,,,,,,,
2,2007-02-17,100,10,10,10,10,10,10,0.32
62,2007-11-17,93,9,9,10,10,9,9,1.37
19,9/18/17,96,10,10,10,10,10,10,0.98
1,2001-01-16,100,10,10,10,10,10,10,0.04
5,5/13/17,92,10,9,10,9,9,8,0.33
22,2011-12-17,98,10,10,10,10,9,10,0.85
16,10/15/17,94,10,10,10,10,9,9,0.83
0,,,,,,,,,
6,2010-02-16,100,10,10,10,10,10,10,0.24
0,,,,,,,,,
7,6/30/17,83,10,8,10,10,9,7,0.89
3,5/26/17,100,10,10,9,10,10,10,0.25
4,5/25/16,95,10,10,10,10,10,10,0.13
3,2008-06-17,87,9,9,8,7,9,8,0.7
8,12/23/16,70,9,8,10,9,8,7,0.37
0,,,,,,,,,
0,,,,,,,,,
3,9/30/17,100,10,10,10,10,9,10,0.55
16,2011-05-17,95,10,9,10,10,10,10,0.7
10,10/16/17,98,10,9,10,10,9,9,0.41
2,2003-04-16,100,10,8,10,10,10,10,0.09
30,2009-01-17,89,9,9,10,10,9,9,0.69
10,8/25/17,98,10,10,10,10,9,9,0.84
11,2009-01-17,80,8,8,10,10,9,8,1.26
16,2012-04-16,94,10,10,9,10,9,10,0.78
0,,,,,,,,,
0,,,,,,,,,
142,11/24/17,97,10,10,10,10,10,9,2.33
12,8/13/17,98,10,10,10,9,10,10,0.66
83,2009-08-17,96,10,10,10,10,10,9,2.75
14,11/13/17,86,9,8,10,10,9,9,1.93
0,,,,,,,,,
3,2008-02-16,100,10,9,10,10,10,10,0.15
4,12/31/16,95,10,9,9,9,10,10,0.25
12,2009-04-15,98,10,9,10,10,10,10,0.24
57,11/27/17,95,10,10,10,10,9,9,1.33
0,,,,,,,,,
89,11/27/17,95,10,10,10,10,10,9,3.03
4,2004-02-16,90,9,8,10,10,10,9,0.11
4,2011-10-15,95,10,9,10,10,10,10,0.14
0,,,,,,,,,
24,11/14/17,96,10,10,10,10,10,10,0.6
8,9/25/17,100,10,10,10,10,10,10,0.28
0,,,,,,,,,
8,11/27/17,98,10,10,10,10,10,9,0.53
53,11/19/17,92,9,9,10,10,9,9,2.04
14,10/29/17,99,10,10,10,10,9,10,0.6
29,10/15/17,94,10,10,10,10,10,9,2.1
12,10/29/17,96,10,9,10,10,10,9,0.23
3,11/26/17,100,10,9,10,10,10,10,3
13,10/31/17,98,10,10,10,10,10,9,0.42
2,9/19/17,100,10,10,10,10,9,10,0.5
4,9/25/17,100,10,10,10,10,10,10,0.69
3,10/29/17,100,10,10,10,10,10,10,0.56
1,9/24/17,100,10,10,10,10,10,10,0.41
29,7/23/17,99,10,10,10,10,10,9,1.1
4,8/23/15,95,9,9,10,10,10,10,0.09
10,11/26/17,98,10,10,10,10,10,10,0.32
1,8/27/17,100,10,10,10,10,10,10,0.3
2,6/19/17,100,10,10,10,10,10,10,0.34
12,7/14/17,98,10,9,10,10,9,10,0.22
1,2010-09-17,100,8,10,10,10,8,8,0.52
1,6/26/17,100,10,10,10,10,,,0.18
77,4/26/17,86,9,9,9,9,9,8,1.74
2,2009-06-17,100,10,10,10,10,10,10,0.63
11,8/23/17,96,10,9,10,10,9,9,0.28
9,2008-07-17,100,10,10,10,10,10,10,0.33
1,2001-02-17,100,8,10,10,10,8,8,0.09
6,11/20/17,100,10,10,10,10,10,9,2.81
5,1/22/17,96,10,9,8,9,10,10,0.44
2,2006-11-17,100,10,10,10,10,10,10,0.32
246,2012-03-17,97,10,10,10,10,10,10,3.34
1,11/26/17,60,10,8,10,10,10,4,1
6,2008-11-17,97,10,10,10,10,9,9,0.34
28,10/29/17,97,10,10,10,10,9,9,0.59
1,2001-03-16,100,10,10,10,10,10,10,0.04
26,10/15/17,97,10,9,10,10,9,9,0.6
5,5/19/15,92,10,10,10,9,10,9,0.1
1,8/18/17,100,10,10,10,10,10,10,0.27
1,2011-12-17,100,10,10,10,10,10,10,1
11,4/20/17,94,9,9,10,10,10,9,0.28
4,2004-02-17,90,10,10,10,10,9,9,0.32
5,3/22/15,92,10,9,9,10,8,8,0.14
13,8/26/16,100,10,10,10,10,9,10,0.71
11,8/18/17,96,10,10,10,10,10,9,0.65
4,2010-12-17,87,8,9,10,9,9,9,0.21
12,2009-03-17,89,8,8,9,9,9,8,0.58
3,8/26/17,100,10,10,10,10,10,10,0.7
4,11/26/17,100,10,10,10,10,9,10,3.75
5,2008-04-17,87,9,8,10,10,10,9,0.92
18,7/30/17,99,10,10,10,10,10,10,1.28
2,2012-03-17,100,10,10,10,10,9,10,2
0,,,,,,,,,
1,9/22/15,100,10,10,10,10,10,10,0.04
6,8/25/17,87,9,8,9,8,9,8,1.49
2,7/30/17,90,10,10,10,10,8,10,0.44
11,9/18/17,95,10,10,10,10,10,9,0.47
2,2001-03-17,80,9,7,6,9,8,6,0.14
1,11/18/17,100,10,8,6,10,8,10,1
7,10/21/17,97,10,9,10,10,9,9,0.83
134,10/23/17,94,10,9,10,10,10,9,4.04
0,,,,,,,,,
14,8/20/17,94,10,10,10,10,9,9,2.33
50,10/27/17,89,9,9,9,9,9,9,1.38
12,2008-05-17,100,10,10,10,10,10,10,0.31
1,9/18/16,100,10,10,10,10,10,10,0.07
